ID;User_ID;Table_rank_2022;Person;net_worth_in_BillionUSD_2022;Age_of_person_2022;date_of_year
1627;1600;1579;Dwight Schar;1,90;80;2022
1628;1466;1579;Shi Yifeng;1,90;48;2022
1629;2470;1579;Sun Hongjun;1,90;48;2022
1630;2077;1579;Anand Surana;1,90;51;2022
1631;2078;1579;Dilip Surana;1,90;56;2022
1632;662;1579;Djoko Susanto;1,90;72;2022
1633;1679;1579;Sze Man Bok;1,90;72;2022
1634;1759;1579;Alain Taravella;1,90;74;2022
1635;1685;1579;Martin Viessmann;1,90;68;2022
1636;1332;1579;Georg von Opel;1,90;55;2022
1637;2760;1579;Changtian Wang;1,90;56;2022
1638;1612;1579;Wang Chaobin;1,90;66;2022
1639;1762;1579;Wang Chou-hsiong;1,90;81;2022
1640;2349;1579;Wang Xiaoshen;1,90;53;2022
1641;1480;1579;Wei Yin-Heng;1,90;63;2022
1642;1866;1579;Xue Xiangdong;1,90;63;2022
1643;1486;1579;Yuan Fugen;1,90;71;2022
1644;1771;1579;David Zalik;1,90;48;2022
1645;1622;1645;Leslie Alexander;1,80;78;2022
1646;837;1645;Igor Altushkin;1,80;51;2022
1647;1547;1645;Roberto Angelini Rossi;1,80;73;2022
1648;1993;1645;Nigel Austin;1,80;51;2022
1649;2761;1645;Bang Jun-hyuk;1,80;53;2022
1650;1626;1645;O. Francis Biondi;1,80;57;2022
1651;2762;1645;Chang Byung-gyu;1,80;48;2022
1652;2516;1645;Chang Kuo-Ming;1,80;64;2022
1653;2763;1645;Chen Gang;1,80;54;2022
1654;2393;1645;Liying Chen;1,80;46;2022
1655;1349;1645;Chen Xueli;1,80;70;2022
1656;1415;1645;Chi Yufeng;1,80;51;2022
1657;1632;1645;Mark Coombs;1,80;61;2022
1658;1792;1645;Tench Coxe;1,80;64;2022
1659;1633;1645;John de Mol;1,80;67;2022
1660;1797;1645;Alfredo Egydio Arruda Villela Filho;1,80;52;2022
1661;492;1645;Ibrahim Erdemoglu;1,80;59;2022
1662;2136;1645;Philip Fayer;1,80;64;2022
1663;1423;1645;Paul Foster;1,80;64;2022
1664;1637;1645;James France;1,80;77;2022
1665;1711;1645;Yasuhiro Fukushima;1,80;74;2022
1666;2764;1645;Zhongru Gan;1,80;73;2022
1667;2411;1645;Rahul Gautam;1,80;69;2022
1668;2008;1645;Ali Ghodsi;1,80;43;2022
1669;1802;1645;Giammaria Giuliani;1,80;44;2022
1670;1640;1645;Christopher Goldsbury;1,80;79;2022
1671;1715;1645;Alexandre Grendene Bartelle;1,80;72;2022
1672;1573;1645;Surjit Kumar Gupta;1,80;80;2022
1673;1642;1645;Brian Higgins;1,80;57;2022
1674;2421;1645;David Hindawi;1,80;77;2022
1675;2765;1645;Chengzhong Hu;1,80;61;2022
1676;1436;1645;Huang Min;1,80;48;2022
1677;1809;1645;Stanley Hubbard;1,80;88;2022
1678;1810;1645;Hui Lin Chit;1,80;68;2022
1679;1722;1645;Hal Jackman;1,80;89;2022
1680;1913;1645;Stephen Jarislowsky;1,80;96;2022
1681;2766;1645;Mark and Robyn Jones;1,80;64;2022
1682;2150;1645;George Joseph;1,80;100;2022
1683;2276;1645;Kim Kardashian;1,80;41;2022
1684;1582;1645;Dominika Kulczyk;1,80;44;2022
1685;1583;1645;Edward Lampert;1,80;59;2022
1686;1443;1645;Marc Lasry;1,80;61;2022
1687;2562;1645;Michiel Le Roux;1,80;72;2022
1688;1922;1645;Peter Leibinger;1,80;55;2022
1689;1923;1645;Regine Leibinger;1,80;59;2022
1690;1924;1645;Nicola Leibinger-Kammueller;1,80;62;2022
1691;1218;1645;Wolfgang Leitner;1,80;69;2022
1692;2767;1645;Liu Zhongtian;1,80;58;2022
1693;1519;1645;Bill Malhotra;1,80;72;2022
1694;2173;1645;Charlwin Mao;1,80;64;2022
1695;2174;1645;George Marcus;1,80;80;2022
1696;2175;1645;Yves-Loic Martin;1,80;56;2022
1697;1657;1645;Gary Michelson;1,80;73;2022
1698;1658;1645;Robert G. Miller;1,80;76;2022
1699;719;1645;Fernando Roberto Moreira Salles;1,80;75;2022
1700;677;1645;Joao Moreira Salles;1,80;60;2022
1701;678;1645;Walther Moreira Salles Junior;1,80;65;2022
1702;2768;1645;Zugen Ni;1,80;65;2022
1703;1832;1645;Liora Ofer;1,80;68;2022
1704;1747;1645;Mrudula Parekh;1,80;74;2022
1705;2060;1645;David Paul;1,80;55;2022
1706;1667;1645;Pierre Karl Peladeau;1,80;60;2022
1707;2769;1645;Miranda Qu;1,80;37;2022
1708;1378;1645;Phillip T. (Terry) Ragon;1,80;72;2022
1709;1597;1645;G. Rajendran;1,80;79;2022
1710;1670;1645;Krit Ratanarak;1,80;75;2022
1711;1380;1645;Jerry Reinsdorf;1,80;86;2022
1712;2065;1645;Mochtar Riady;1,80;92;2022
1713;1757;1645;Rajju Shroff;1,80;88;2022
1714;1960;1645;Frank Slootman;1,80;63;2022
1715;1388;1645;Henry Swieca;1,80;64;2022
1716;1972;1645;Yuequn Tao;1,80;62;2022
1717;2209;1645;Robert Toennies;1,80;43;2022
1718;703;1645;Torbjorn Tornqvist;1,80;68;2022
1719;2770;1645;Zhenghua Wang;1,80;77;2022
1720;1614;1645;Charlotte Colket Weber;1,80;79;2022
1721;1767;1645;Wu Lanlan;1,80;48;2022
1722;1863;1645;Wu Yulan;1,80;52;2022
1723;1482;1645;Elaine Wynn;1,80;79;2022
1724;2360;1645;Xu Shijun;1,80;59;2022
1725;1483;1645;Xu Xudong;1,80;52;2022
1726;1769;1645;Yang Xuegang;1,80;57;2022
1727;2094;1645;Zhang Chuanwei;1,80;59;2022
1728;2771;1645;Xuexin Zhang;1,80;74;2022
1729;1775;1729;Noubar Afeyan;1,70;59;2022
1730;2373;1729;Farkhad Akhmedov;1,70;66;2022
1731;1698;1729;Marc Andreessen;1,70;50;2022
1732;1287;1729;John Bicket;1,70;42;2022
1733;1886;1729;Zadik Bino;1,70;78;2022
1734;1782;1729;Alex Birkenstock;1,70;53;2022
1735;1783;1729;Christian Birkenstock;1,70;49;2022
1736;1288;1729;Sanjit Biswas;1,70;40;2022
1737;1702;1729;David Booth;1,70;76;2022
1738;1784;1729;Josef Boquoi;1,70;88;2022
1739;1888;1729;Saket Burman;1,70;45;2022
1740;2772;1729;Mingtong Cai;1,70;70;2022
1741;1787;1729;Chen Yung-tai;1,70;86;2022
1742;1559;1729;Manas Chiaravanond;1,70;64;2022
1743;1497;1729;Phongthep Chiaravanont;1,70;70;2022
1744;1789;1729;Ivan Chrenko;1,70;54;2022
1745;1562;1729;Sol Daurella;1,70;56;2022
1746;2773;1729;Dulce Pugliese de Godoy Bueno;1,70;74;2022
1747;1794;1729;Norbert Dentressangle;1,70;67;2022
1748;1206;1729;Oleg Deripaska;1,70;54;2022
1749;897;1729;Dong Jinggui;1,70;52;2022
1750;1708;1729;Keith Dunleavy;1,70;52;2022
1751;2774;1729;Donald Foss;1,70;77;2022
1752;1713;1729;Rolf Gerling;1,70;67;2022
1753;1902;1729;G. Gnanalingam;1,70;77;2022
1754;1717;1729;He Zhaoxi;1,70;48;2022
1755;1718;1729;William Heinecke;1,70;72;2022
1756;2775;1729;Huh Jae-myung;1,70;50;2022
1757;1811;1729;Tianjiang Jia;1,70;59;2022
1758;1509;1729;Michael Jordan;1,70;59;2022
1759;1162;1729;Dmitry Kamenshchik;1,70;53;2022
1760;2022;1729;Kim Taek-jin;1,70;55;2022
1761;1648;1729;Koo Kwang-mo;1,70;44;2022
1762;1820;1729;Anthony Langley;1,70;67;2022
1763;2440;1729;Lee Joong-keun;1,70;81;2022
1764;1736;1729;James Leininger;1,70;77;2022
1765;1309;1729;Li Haiyan;1,70;64;2022
1766;1925;1729;Li Jianli;1,70;49;2022
1767;1825;1729;Li Weiwei;1,70;45;2022
1768;2166;1729;Li Zhigang;1,70;45;2022
1769;1738;1729;Jimmy John Liautaud;1,70;58;2022
1770;1652;1729;Louise Lindh;1,70;42;2022
1771;1740;1729;Lu Di;1,70;64;2022
1772;1451;1729;Anand Mahindra;1,70;66;2022
1773;1934;1729;Bruce Mathieson;1,70;78;2022
1774;2776;1729;Billy Joe (Red) McCombs;1,70;94;2022
1775;2050;1729;Deepak Mehta;1,70;65;2022
1776;1937;1729;Mario Moretti Polegato;1,70;69;2022
1777;1746;1729;Alberto Palatchi;1,70;72;2022
1778;1945;1729;Nelson Peltz;1,70;79;2022
1779;1749;1729;Jorge Perez;1,70;72;2022
1780;1321;1729;Alberto Prada;1,70;68;2022
1781;1322;1729;Marina Prada;1,70;76;2022
1782;2064;1729;M.Satyanarayana Reddy;1,70;64;2022
1783;2066;1729;Rihanna;1,70;34;2022
1784;823;1729;Arkady Rotenberg;1,70;70;2022
1785;1183;1729;Dieter Schnabel;1,70;76;2022
1786;1841;1729;Shang Xiaobo;1,70;48;2022
1787;2777;1729;Shao Qinxiang;1,70;67;2022
1788;2778;1729;Renate Sick-Glaser;1,70;64;2022
1789;1959;1729;Basudeo Singh;1,70;81;2022
1790;1471;1729;Edward Stack;1,70;67;2022
1791;2779;1729;Weijie Sun;1,70;58;2022
1792;2476;1729;Vonnarat Tangkaravakoon;1,70;50;2022
1793;1237;1729;Byron Trott;1,70;63;2022
1794;2780;1729;Jan Van Geet;1,70;50;2022
1795;1396;1729;Radha Vembu;1,70;49;2022
1796;2781;1729;Patrizio Vinciarelli;1,70;75;2022
1797;2782;1729;Mingwang Wang;1,70;54;2022
1798;772;1729;Wang Yanqing;1,70;75;2022
1799;2483;1729;Lars Wingefors;1,70;45;2022
1800;1765;1729;Stephen Winn;1,70;75;2022
1801;1766;1729;Ian Wood;1,70;79;2022
1802;1981;1729;Gordon Wu;1,70;86;2022
1803;2489;1729;Wu Xiangdong;1,70;53;2022
1804;2091;1729;Yao Kuizhang;1,70;57;2022
1805;1770;1729;Vladimir Yevtushenkov;1,70;73;2022
1806;2783;1729;Dasheng Yi;1,70;61;2022
1807;1871;1729;Yu Lili;1,70;54;2022
1808;1695;1729;Alan Zekelman;1,70;59;2022
1809;2784;1729;Kaitian Zeng;1,70;47;2022
1810;1340;1729;Zhang Jingzhang;1,70;86;2022
1811;2785;1729;Zhang Yubai;1,70;57;2022
1812;2786;1729;Zheng Hong;1,70;71;2022
1813;2787;1729;Zhong Peifeng;1,70;59;2022
1814;1990;1729;Zhou Zongwen;1,70;65;2022
1815;2502;1729;Zhu Yiming;1,70;49;2022
1816;2788;1729;Zhaojiang Zhu;1,70;48;2022
1817;1618;1729;Anita Zucker;1,70;70;2022
1818;1777;1818;Herbert Allen jr;1,60;82;2022
1819;1778;1818;Vasily Anisimov;1,60;70;2022
1820;1883;1818;Mori Arkin;1,60;69;2022
1821;965;1818;Semahat Sevim Arsel;1,60;93;2022
1822;1779;1818;Clifford Asness;1,60;55;2022
1823;1780;1818;Louis Bacon;1,60;65;2022
1824;2114;1818;Hari Bhartia;1,60;65;2022
1825;2115;1818;Shyam Bhartia;1,60;69;2022
1826;1998;1818;Amit Burman;1,60;52;2022
1827;864;1818;Chen Shibin;1,60;55;2022
1828;1786;1818;Chen Tianshi;1,60;37;2022
1829;1790;1818;Robert Clark;1,60;63;2022
1830;1894;1818;Ana Lucia de Mattos Barretto Villela;1,60;48;2022
1831;1635;1818;Diao Zhizhong;1,60;58;2022
1832;1795;1818;Jamie Dimon;1,60;66;2022
1833;1798;1818;Gary Fegel;1,60;48;2022
1834;2533;1818;Gao Yunfeng;1,60;55;2022
1835;1901;1818;Philippe Ginestet;1,60;68;2022
1836;1055;1818;Sebastian Glaser;1,60;64;2022
1837;981;1818;Sam Goi;1,60;75;2022
1838;2009;1818;Lance Gokongwei;1,60;54;2022
1839;939;1818;Sergei Gordeev;1,60;49;2022
1840;1803;1818;Bill Gross;1,60;77;2022
1841;1804;1818;Sue Gross;1,60;72;2022
1842;1905;1818;Patrick Hanrahan;1,60;66;2022
1843;1359;1818;Lutz Mario Helmig;1,60;75;2022
1844;1720;1818;Ilkka Herlin;1,60;63;2022
1845;1721;1818;Asok Kumar Hiranandani;1,60;67;2022
1846;2790;1818;Hu Kunhui;1,60;31;2022
1847;1911;1818;Archie Hwang;1,60;69;2022
1848;1437;1818;Jared Isaacman;1,60;39;2022
1849;2146;1818;Anurang Jain;1,60;60;2022
1850;1646;1818;Jin Lei;1,60;67;2022
1851;2432;1818;Sunjay Kapur;1,60;50;2022
1852;1581;1818;Richard Kayne;1,60;76;2022
1853;1815;1818;Randal J. Kirk;1,60;68;2022
1854;1919;1818;Jim Koch;1,60;72;2022
1855;1816;1818;William Koch;1,60;81;2022
1856;2156;1818;Kagemasa Kozuki;1,60;81;2022
1857;2439;1818;Arvind Lal;1,60;72;2022
1858;1819;1818;Robert Langer;1,60;73;2022
1859;1445;1818;Theodore Leonsis;1,60;66;2022
1860;2791;1818;David Xueling Li;1,60;49;2022
1861;2163;1818;Li Denghai;1,60;72;2022
1862;2285;1818;Li Guoqing;1,60;52;2022
1863;1926;1818;Li Jiaquan;1,60;58;2022
1864;1927;1818;Li Rucheng;1,60;70;2022
1865;1823;1818;Li Sze Lim;1,60;65;2022
1866;2165;1818;Li Yongqing;1,60;57;2022
1867;2792;1818;Lim Wee Chai;1,60;64;2022
1868;2793;1818;Liu Aisen;1,60;49;2022
1869;2043;1818;Liu Ming Chung;1,60;59;2022
1870;1827;1818;Vincent Lo;1,60;73;2022
1871;2045;1818;Brandt Louie;1,60;78;2022
1872;1262;1818;Catherine Lozick;1,60;76;2022
1873;1932;1818;Lu Zongjun;1,60;58;2022
1874;2170;1818;Lv Jianming;1,60;57;2022
1875;2292;1818;Cargill MacMillan III.;1,60;62;2022
1876;1742;1818;Duncan MacMillan;1,60;84;2022
1877;2293;1818;John MacMillan;1,60;72;2022
1878;2294;1818;Martha MacMillan;1,60;70;2022
1879;2295;1818;William MacMillan;1,60;67;2022
1880;1828;1818;Terence (Terry) Matthews;1,60;79;2022
1881;2182;1818;Kazuo Okada;1,60;79;2022
1882;1226;1818;Tomas Olivo Lopez;1,60;48;2022
1883;2794;1818;Jorge Pinheiro Koren de Lima;1,60;49;2022
1884;2689;1818;Candido Pinheiro Koren de Lima;1,60;51;2022
1885;2313;1818;Qian Ying;1,60;56;2022
1886;2795;1818;Ren Jinsheng;1,60;59;2022
1887;1752;1818;Brian Roberts;1,60;62;2022
1888;2796;1818;Austin Russell;1,60;27;2022
1889;2577;1818;George Sakellaris;1,60;75;2022
1890;1954;1818;Sheryl Sandberg;1,60;52;2022
1891;1839;1818;Andres Santo Domingo;1,60;43;2022
1892;1755;1818;Paul Saville;1,60;66;2022
1893;2797;1818;Ivan Savvidis;1,60;63;2022
1894;2798;1818;Michael Saylor;1,60;57;2022
1895;2322;1818;Gerald Schwartz;1,60;80;2022
1896;2799;1818;Sathien Setthasit;1,60;67;2022
1897;2800;1818;Niraj Shah;1,60;48;2022
1898;1756;1818;Keiichi Shibahara;1,60;57;2022
1899;1843;1818;Evgeny (Eugene) Shvidler;1,60;58;2022
1900;1844;1818;Ryan Smith;1,60;43;2022
1901;1846;1818;Peter Sperling;1,60;62;2022
1902;2334;1818;Ion Stoica;1,60;57;2022
1903;1678;1818;Bambang Sutantio;1,60;63;2022
1904;2801;1818;Lili Tan;1,60;64;2022
1905;2474;1818;Tan Yu Yeh;1,60;51;2022
1906;1973;1818;David Teoh;1,60;66;2022
1907;884;1818;Carl Thoma;1,60;73;2022
1908;1537;1818;Ion Tiriac;1,60;82;2022
1909;2208;1818;Clemens Toennies;1,60;65;2022
1910;1975;1818;Tran Ba Duong;1,60;62;2022
1911;1851;1818;Tseng Sing-ai;1,60;64;2022
1912;2802;1818;Tung Ching Bor;1,60;59;2022
1913;2478;1818;Tung Ching Sai;1,60;57;2022
1914;1856;1818;Scott Watterson;1,60;66;2022
1915;1478;1818;Wei Ing-Chou;1,60;68;2022
1916;1479;1818;Wei Yin-Chun;1,60;65;2022
1917;1481;1818;Wei Ying-Chiao;1,60;67;2022
1918;1764;1818;Tom Werner;1,60;71;2022
1919;1689;1818;Kie Chie Wong;1,60;74;2022
1920;2090;1818;Xu Guozhong;1,60;58;2022
1921;2362;1818;Xu Yuejuan;1,60;60;2022
1922;2803;1818;Yang Tingdong;1,60;61;2022
1923;2092;1818;Yu Peidi;1,60;62;2022
1924;2365;1818;Matei Zaharia;1,60;36;2022
1925;801;1818;Zhang Jian;1,60;53;2022
1926;2804;1818;Keqiang Zhang;1,60;61;2022
1927;2098;1818;Zheng Jianjiang;1,60;61;2022
1928;2099;1818;Zhong Sheng Jian;1,60;64;2022
1929;1991;1929;Antti Aarnio-Wihuri;1,50;82;2022
1930;1878;1929;Hamdi Akin;1,50;67;2022
1931;2105;1929;Chirayu Amin;1,50;75;2022
1932;2805;1929;Joachim Ante;1,50;39;2022
1933;2108;1929;Ziv Aviram;1,50;63;2022
1934;2234;1929;Danna Azrieli;1,50;54;2022
1935;2235;1929;Naomi Azrieli;1,50;56;2022
1936;2236;1929;Sharon Azrieli;1,50;61;2022
1937;1700;1929;Lesley Bamberger;1,50;56;2022
1938;2239;1929;Bernhard Braun-Luedicke;1,50;45;2022
1939;2240;1929;Eva Maria Braun-Luedicke;1,50;35;2022
1940;2512;1929;Ana Maria Brescia Cafferata;1,50;97;2022
1941;1551;1929;Nikolai Buinov;1,50;54;2022
1942;1887;1929;Paolo Bulgari;1,50;84;2022
1943;2806;1929;Andres Bzurovski Bay;1,50;44;2022
1944;1889;1929;Ahmet Calik;1,50;64;2022
1945;2388;1929;Giuliana Caprotti;1,50;81;2022
1946;2389;1929;Marina Caprotti;1,50;44;2022
1947;2000;1929;Steve Case;1,50;63;2022
1948;1890;1929;Safra Catz;1,50;60;2022
1949;1629;1929;Binod Chaudhary;1,50;66;2022
1950;2391;1929;Chen Baohua;1,50;60;2022
1951;2807;1929;Xianbao Chen;1,50;62;2022
1952;2245;1929;Chung Yong-jin;1,50;53;2022
1953;2808;1929;Steve Conine;1,50;49;2022
1954;2126;1929;Eduardo Costantini;1,50;75;2022
1955;2127;1929;Wenjun Dai;1,50;53;2022
1956;1896;1929;Bharat Desai;1,50;69;2022
1957;1897;1929;Mohammed Dewji;1,50;46;2022
1958;2252;1929;Mathias Doepfner;1,50;59;2022
1959;1418;1929;Domenico Dolce;1,50;63;2022
1960;1707;1929;Marek Dospiva;1,50;52;2022
1961;1566;1929;Fritz Draexlmaier;1,50;64;2022
1962;2809;1929;Henrique Dubugras;1,50;26;2022
1963;1898;1929;Egon Durban;1,50;48;2022
1964;1568;1929;Bulent Eczacibasi;1,50;72;2022
1965;1569;1929;Faruk Eczacibasi;1,50;67;2022
1966;2402;1929;Henry Engelhardt;1,50;64;2022
1967;574;1929;Ali Erdemoglu;1,50;62;2022
1968;1570;1929;Eduardo Eurnekian;1,50;89;2022
1969;2005;1929;John Farber;1,50;96;2022
1970;2810;1929;Clement Fayat;1,50;90;2022
1971;2403;1929;Daniel Feffer;1,50;62;2022
1972;2257;1929;David Feffer;1,50;65;2022
1973;2404;1929;Ruben Feffer;1,50;52;2022
1974;2530;1929;Feng Yuxia;1,50;57;2022
1975;2811;1929;Sergio Fogel;1,50;58;2022
1976;2812;1929;Pedro Franceschi;1,50;25;2022
1977;1424;1929;Stefano Gabbana;1,50;59;2022
1978;2813;1929;Yi Gao;1,50;53;2022
1979;2814;1929;Geng Jianming;1,50;59;2022
1980;1900;1929;Alan Gerry;1,50;93;2022
1981;2262;1929;Balkrishan Goenka;1,50;55;2022
1982;1903;1929;Esther Grether;1,50;86;2022
1983;2815;1929;Gu Wei;1,50;57;2022
1984;2012;1929;Torstein Hagen;1,50;79;2022
1985;1906;1929;Kenneth Hao;1,50;53;2022
1986;2140;1929;He Zhiping;1,50;58;2022
1987;1806;1929;Timothy Headington;1,50;71;2022
1988;1807;1929;Ilona Herlin;1,50;57;2022
1989;1909;1929;Niranjan Hiranandani;1,50;72;2022
1990;2018;1929;Drew Houston;1,50;39;2022
1991;2816;1929;Huang Rulun;1,50;70;2022
1992;2817;1929;Matt Hulsizer;1,50;64;2022
1993;1301;1929;Justin Ishbia;1,50;44;2022
1994;1912;1929;Peter Jackson;1,50;60;2022
1995;1646;1929;Jin Lei;1,50;56;2022
1996;2148;1929;Jin Xin;1,50;55;2022
1997;2149;1929;Conni Jonsson;1,50;61;2022
1998;2818;1929;Jenny Just;1,50;54;2022
1999;1916;1929;Ke Xiping;1,50;61;2022
2000;2021;1929;Ke Zunhong;1,50;67;2022
2001;1918;1929;Sidney Kimmel;1,50;94;2022
2002;2155;1929;Seth Klarman;1,50;64;2022
2003;1106;1929;Mustafa Rahmi Koc;1,50;91;2022
2004;1817;1929;Pyotr Kondrashev;1,50;72;2022
2005;2557;1929;Kong Jian Min;1,50;54;2022
2006;2025;1929;Hemendra Kothari;1,50;75;2022
2007;2158;1929;Eduard Kucera;1,50;69;2022
2008;1730;1929;Christopher Kwok;1,50;36;2022
2009;1731;1929;Edward Kwok;1,50;41;2022
2010;1650;1929;Joe Lacob;1,50;66;2022
2011;1732;1929;Lai Jianfa;1,50;52;2022
2012;3057;1929;Manuel Lao Hernandez;1,50;77;2022
2013;2819;1929;Lee Joon-ho;1,50;57;2022
2014;2036;1929;Manfredi Lefebvre d  Ovidio;1,50;68;2022
2015;2038;1929;Li Jinyang;1,50;64;2022
2016;2820;1929;Li Ming;1,50;64;2022
2017;2288;1929;Zhen Li;1,50;58;2022
2018;2821;1929;Rongfu Lu;1,50;51;2022
2019;1452;1929;Rafique Malik;1,50;71;2022
2020;1933;1929;Youssef Mansour;1,50;76;2022
2021;2048;1929;Mao Lixiang;1,50;81;2022
2022;2049;1929;David McMurtry;1,50;81;2022
2023;1745;1929;Meng Qingshan;1,50;73;2022
2024;2301;1929;Alan Miller;1,50;84;2022
2025;1936;1929;Greg Mondre;1,50;47;2022
2026;1831;1929;Massimo Moratti;1,50;76;2022
2027;1938;1929;Robert Mouawad;1,50;77;2022
2028;1662;1929;Ezra Nahmad;1,50;76;2022
2029;2055;1929;Tadako Nakatani;1,50;64;2022
2030;1592;1929;Kentaro Ogawa;1,50;73;2022
2031;2306;1929;Jonathan Oringer;1,50;47;2022
2032;2057;1929;Niti Osathanugrah;1,50;48;2022
2033;1748;1929;Dragos Paval;1,50;55;2022
2034;2822;1929;Zach Perret;1,50;34;2022
2035;1947;1929;Karl-Johan Persson;1,50;47;2022
2036;2309;1929;Markus Persson;1,50;42;2022
2037;2061;1929;Tom Persson;1,50;37;2022
2038;2457;1929;Kevin Plank;1,50;49;2022
2039;1834;1929;Andreas Pohl;1,50;57;2022
2040;1835;1929;Reinfried Pohl jr;1,50;62;2022
2041;1836;1929;Michael Polsky;1,50;73;2022
2042;2063;1929;Qin Long;1,50;56;2022
2043;2187;1929;G. M. Rao;1,50;71;2022
2044;1948;1929;Mike Repole;1,50;54;2022
2045;2190;1929;Fernando Roig;1,50;74;2022
2046;1952;1929;Christopher Rokos;1,50;51;2022
2047;2823;1929;Fayez Sarofim;1,50;93;2022
2048;2323;1929;Antonio Luiz Seabra;1,50;79;2022
2049;1955;1929;Amnon Shashua;1,50;61;2022
2050;1842;1929;Yuri Shefler;1,50;54;2022
2051;622;1929;Mikhail Shelkov;1,50;53;2022
2052;2076;1929;Charlotte Soderstrom;1,50;45;2022
2053;2328;1929;Edwin Soeryadjaya;1,50;72;2022
2054;1963;1929;Thomas Steyer;1,50;64;2022
2055;1966;1929;Kevin Systrom;1,50;38;2022
2056;1968;1929;Tang Binsen;1,50;39;2022
2057;2824;1929;Hary Tanoesoedibjo;1,50;56;2022
2058;1760;1929;Jonathan Tisch;1,50;68;2022
2059;2079;1929;Wilma Tisch;1,50;94;2022
2060;1976;1929;Kenny Troutt;1,50;74;2022
2061;2346;1929;Thomas von Koch;1,50;56;2022
2062;2213;1929;Junjin Wang;1,50;53;2022
2063;2083;1929;Wang Zelong;1,50;25;2022
2064;2216;1929;Myron Wentz;1,50;82;2022
2065;2825;1929;Kaiting Wu;1,50;52;2022
2066;1982;1929;Xiong Wu;1,50;46;2022
2067;2826;1929;Xu Wanmao;1,50;77;2022
2068;1983;1929;Xu Zhenhua;1,50;64;2022
2069;2492;1929;Xue Jiping;1,50;71;2022
2070;2827;1929;Yang Jian;1,50;50;2022
2071;1987;1929;Justin Yuan;1,50;64;2022
2072;2097;1929;Xinghai Zhang;1,50;59;2022
2073;2828;1929;Xuansong Zhang;1,50;50;2022
2074;2368;1929;Zhang Yin;1,50;65;2022
2075;2829;1929;Chengjian Zhou;1,50;56;2022
2076;2830;2076;Radhe Shyam Agarwal;1,40;77;2022
2077;1776;2076;Syed Mokhtar AlBukhary;1,40;70;2022
2078;1879;2076;Nerio Alessandri;1,40;60;2022
2079;1882;2076;Patricia Angelini Rossi;1,40;68;2022
2080;2232;2076;Tope Awotona;1,40;40;2022
2081;2111;2076;Elena Baturina;1,40;59;2022
2082;1624;2076;Sabrina Benetton;1,40;48;2022
2083;2383;2076;Thomas Bruch;1,40;71;2022
2084;2384;2076;Marina Budiman;1,40;60;2022
2085;2116;2076;Stewart Butterfield;1,40;49;2022
2086;2120;2076;Richard Chang;1,40;75;2022
2087;2831;2076;Chen Tianqiao;1,40;48;2022
2088;2001;2076;Chen Wenyuan;1,40;54;2022
2089;2522;2076;Cheng Antares;1,40;64;2022
2090;2123;2076;Chin Jong Hwa;1,40;63;2022
2091;2397;2076;Cho Jyh-jer;1,40;64;2022
2092;1793;2076;Jim Crane;1,40;68;2022
2093;2832;2076;Thierry Cruanes;1,40;54;2022
2094;2527;2076;Benoit Dageville;1,40;55;2022
2095;2398;2076;Weili Dai;1,40;60;2022
2096;2246;2076;Darwin Deason;1,40;81;2022
2097;2247;2076;Diego Della Valle;1,40;68;2022
2098;2400;2076;Deng Yingzhong;1,40;71;2022
2099;2250;2076;Ding Shui Po;1,40;51;2022
2100;2528;2076;Mark Dixon;1,40;62;2022
2101;2833;2076;Du Shuanghua;1,40;57;2022
2102;2834;2076;Mukand Lal Dua;1,40;73;2022
2103;2835;2076;Ramesh Kumar Dua;1,40;68;2022
2104;2836;2076;Fan Minhua;1,40;60;2022
2105;2837;2076;Hongbo Fang;1,40;55;2022
2106;1799;2076;William Foley II.;1,40;77;2022
2107;1639;2076;Jayme Garfinkel;1,40;76;2022
2108;2839;2076;Radhe Shyam Goenka;1,40;76;2022
2109;1102;2076;Maggie Hardy;1,40;56;2022
2110;2013;2076;Ayman Hariri;1,40;43;2022
2111;2016;2076;Christoph Henkel;1,40;64;2022
2112;2017;2076;Daniel Hirschfeld;1,40;80;2022
2113;2840;2076;William Hockey;1,40;32;2022
2114;2271;2076;Huang Guanlin;1,40;57;2022
2115;2423;2076;Huang Xiaofen;1,40;60;2022
2116;1214;2076;Jay-Z;1,40;52;2022
2117;1644;2076;Yintai Jiang;1,40;71;2022
2118;2548;2076;Johan Johannson;1,40;55;2022
2119;1915;2076;Ramesh Juneja;1,40;66;2022
2120;1580;2076;Scott Kapnick;1,40;63;2022
2121;531;2076;Viktor Kharitonin;1,40;49;2022
2122;1917;2076;Kim Jun-ki;1,40;77;2022
2123;2841;2076;Kim Sang-yeol;1,40;61;2022
2124;2280;2076;Christine Knauf;1,40;64;2022
2125;2281;2076;Karl Knauf;1,40;64;2022
2126;2438;2076;Yogesh Kothari;1,40;73;2022
2127;2842;2076;Kurt Krieger;1,40;74;2022
2128;1729;2076;Mustafa Kucuk;1,40;58;2022
2129;2026;2076;Sebastian Kulczyk;1,40;41;2022
2130;2160;2076;Gary Lauder;1,40;59;2022
2131;2162;2076;Art Levinson;1,40;72;2022
2132;2286;2076;Li Li;1,40;58;2022
2133;2289;2076;Guangwei Liang;1,40;58;2022
2134;1929;2076;Scott Lin;1,40;89;2022
2135;2040;2076;Jenny Linden Urnes;1,40;51;2022
